x,absolute_error,relative_error,function(a),function(b)
5.0,5.0,1.0,1.125,1.0
0.9655172413793105,4.0344827586206895,4.178571428571428,1.0,117.0
0.9318228800595363,0.03369436131977421,0.03615962007460195,117.0,0.9690434212144821
-0.41841832803017587,1.3502412080897122,3.2270125796027136,0.9690434212144821,0.9454503436965143
1.6339643551359897,2.0523826831661656,1.2560755543503592,0.9454503436965143,2.763582528698992
-17.55874531798271,19.1927096731187,1.0930570109393052,2.763582528698992,3.094493889300642
1.6229239869829328,19.18166930496564,11.819203769749546,3.094493889300642,-5376.411151141675
1.6121242861339788,0.010799700848953986,0.006699049782850585,-5376.411151141675,3.0287427368887716
1.105117795210298,0.5070064909236809,0.45878049663221676,3.0287427368887716,2.9655733193990645
0.7887695518328075,0.31634824337749046,0.40106548565726785,2.9655733193990645,1.1394285732689846
-0.4882077851594875,1.276977336992295,2.615643125344944,1.1394285732689846,0.913199714554429
1.3877543218173127,1.8759621069768002,1.3517969841521822,0.913199714554429,2.8600527867352206
5.083646735345423,3.69589241352811,0.7270159800505852,2.8600527867352206,1.897114750193937
1.3299580626907082,3.7536886726547145,2.8224113060079725,1.897114750193937,123.21174858272335
1.2776773597757694,0.052280702914938804,0.040918548422986846,123.21174858272335,1.6924983329166552
0.7840798173699254,0.49359754240584397,0.6295246114885863,1.6924983329166552,1.530401742173701
0.05241656015115792,0.7316632572187675,13.958627867010165,1.530401742173701,0.9138778649207955
1.4653803600999575,1.4129637999487996,0.9642300650545211,0.9138778649207955,1.8953108939754009
-8.300750047187876,9.766130407287832,1.1765358975718583,1.8953108939754009,2.215908555763083
1.426426888276648,9.727176935464524,6.819260780492234,2.215908555763083,-553.340526166377
1.390531874495626,0.03589501378102189,0.0258138734101595,-553.340526166377,2.0494879803155763
0.907800861862017,0.48273101263360907,0.531758707128197,2.0494879803155763,1.9076393349515053
0.446159394315903,0.461641467546114,1.0347007670968122,1.9076393349515053,0.9325191496136256
2.538605094312599,2.092445699996696,0.8242501776603762,0.9325191496136256,1.1964928996054311
0.23901739506914543,2.2995876992434536,9.621005611655189,1.1964928996054311,13.282870514767641
-0.06158853345549381,0.30060592852463924,4.880874923606817,13.282870514767641,1.5356201099499043
1.0249839582077545,1.0865724916632482,1.06008731450118,1.5356201099499043,2.122943452522165
2.0429569889183075,1.017973030710553,0.49828412258916094,2.122943452522165,1.0268721476518707
0.8318998537949531,1.2110571351233543,1.4557727466819053,1.0268721476518707,6.440720975220735
0.63214749203945,0.19975236175550315,0.31599011982323477,6.440720975220735,0.9119227146222011
3.216330850506891,2.584183358467441,0.8034569447543545,0.9119227146222011,0.988317760750802
0.5404463089254188,2.675884541581472,4.951249545772626,0.988317760750802,28.839586670052963
0.43664393505435795,0.10380237387106084,0.2377277354330788,28.839586670052963,1.076962135976504
1.3809842402273949,0.9443403051730369,0.6838168587771433,1.076962135976504,1.2099617569578522
-1.2899642415852262,2.670948481812621,2.0705600943870466,1.2099617569578522,1.871730692303161
10.281481416069463,11.571445657654689,1.1254648225662378,1.871730692303161,2.4334179949561427
-1.316382814014604,11.597864230084067,8.810403863230167,2.4334179949561427,1068.2807178922433
-1.3419700320407788,0.025587218026174696,0.01906690717024683,1068.2807178922433,2.3516536171630222
-2.028941733213893,0.686971701173114,0.33858621463955707,2.3516536171630222,2.2672082861130525
-1.6834033272614453,0.34553840595244756,0.20526180527073584,2.2672082861130525,-2.29446731795554
-1.7546800559877118,0.07127672872626656,0.04062092601043715,-2.29446731795554,0.5962995860275786
-1.770244129572185,0.015564073584473093,0.008792049257202996,0.5962995860275786,0.10687200473015768
-1.7692822939569812,0.0009618356152036878,0.0005436303853200003,0.10687200473015768,-0.0070395579522815055
-1.769292347365816,1.0053408834753697e-05,5.682163747399666e-06,-0.0070395579522815055,7.43568787453519e-05
-1.7692923542386811,6.872865165874487e-09,3.884527703637679e-09,7.43568787453519e-05,5.0798259376705346e-08
