x=0.05,absolute_error,function,derivative
0.005742708183790322,0.005742708183790322,-0.00584161271118909,-1.0344397597994164
9.55811704958882e-05,0.005647127013294434,-9.560857763081386e-05,-1.0005734824550954
2.739128097214614e-08,9.555377921491606e-05,-2.7391283222992955e-08,-1.0000001643476855
2.2508464422303517e-15,2.7391278721299697e-08,-2.250846442230367e-15,-1.0000000000000135
1.4988357199199224e-29,2.2508464422303367e-15,-1.4988357199199224e-29,-1.0
